country,sattype,satpurpose,satid
USA,Government,Technology Development,51094
USA,Government,Technology Development,51096
USA,Military,Technology Development,44354
USA,Commercial,Communications,43759
Spain,Military/Commercial,Earth Observation,43215
USA,Commercial,Technology Development,44497
USA,Commercial,Technology Development,44498
Netherlands,Government,Technology Development,42015
Russia,Commercial,Communications,40039
Russia,Commercial,Communications,40037
Russia,Military,Earth Observation,39177
Russia,Military,Earth Observation,40699
Peru,Government,Earth Observation,41770
New Zealand,Commercial,Technology Development,47972
ESA,Government,Technology Development,46281
USA,Government/Civil,Technology Development,47317
USA,Government/Civil,Technology Development,47318
Russia,Military,Earth Observation,48865
India,Government,Technology Development,41784
Germany,Government,Technology Development,47448
Chile,Civil/Government,Technology Development,52188
France/Italy,Government,Earth Observation,38012
France,Commercial,Earth Observation,39019
France,Commercial,Earth Observation,48268
France,Commercial,Earth Observation,49070
France,Commercial,Technology Development,56208
USA,Military,Communications,43808
USA,Military,Communications,43764
USA,Government/Civil,Earth Observation,47310
Ukraine,Civil,Technology Development,40042
Ukraine,Civil,Technology Development,55081
Russia,Civil,Technology Development,53372
Russia,Civil,Technology Development,53371
Italy,Government,Earth Observation,44072
ESA,Government,Technology Demonstration,26958
ESA,Government,Technology Demonstration,36037
ESA,Government,Earth Observation,39159
USA,Military,Technology Development,41854
USA,Military,Technology Development,47467
USA,Military,Technology Development,41855
USA,Military,Space Science,40976
USA,Military,Space Science,40973
USA,Civil,Technology Development,44339
Australia,Commercial,Technology Development,43694
Australia,Commercial,Technology Development,43696
Pakistan,Government,Earth Observation,43529
USA,Government,Technology Development,47526
China,Government,Technology Development,40925
China,Government,Earth Observation,52151
South Korea,Civil,Space Science,47938
South Korea,Government,Technology Demonstration,52894
Belgium,Civil,Space Science,45263
China,Commercial,Earth Observation,44486
China,Government,Earth Observation,48248
China,Government,Earth Observation,55248
China,Government,Earth Observation,55249
China,Government,Earth Observation,48249
China,Civil,Earth Observation,51846
Kuwait,Civil,Communications,48943
Japan,Commercial,Earth Observation,44856
Japan,Commercial,Earth Observation,47485
Japan,Civil,Earth Observation,40301
China,Government,Space Science,41731
USA,Commercial,Communications,37826
Japan,Government,Navigation/Regional Positioning,37158
Japan,Government,Navigation/Regional Positioning,49336
Japan,Government,Navigation/Regional Positioning,42738
Japan,Government,Navigation/Regional Positioning,42917
Japan,Government,Navigation/Regional Positioning,42965
Australia,Civil/Military,Technology Development,45727
Australia,Civil/Military,Technology Development,47967
Canada,Commercial,Earth Observation,32382
Hungary,Commercial,Technology Demonstration,49067
USA,Civil,Technology Development,43017
Russia,Military,Communications,36358
Russia,Military,Communications,39375
Japan,Government,Technology Demonstration,49395
USA,Civil,Earth Observation,48850
South Korea,Civil,Earth Observation,52898
USA,Civil,Technology Development,43772
USA,Civil,Technology Development,43773
USA,Military,Technology Development,37364
Japan,Government,Technology Development,43932
Turkey,Government,Earth Observation,37791
Multinational,Commercial,Communications,36831
USA,Government,Technology Development,41849
Canada,Government,Earth Observation,44322
Canada,Government,Earth Observation,44323
Canada,Government,Earth Observation,44324
Finland,Commercial,Earth Observation,43743
Japan,Government,Technology Development,28810
Russia,Government,Earth Observation,40070
India/Canada,Government,Earth Observation,37387
India,Government,Earth Observation,41877
Russia,Government/Commercial,Earth Observation,39186
Russia,Government/Commercial,Earth Observation/Communications/Space Science,40360
Russia,Government/Commercial,Earth Observation,41386
India,Military,Earth Observation,38248
India,Military,Earth Observation,44233
India,Military,Earth Observation,44857
Japan,Civil,Earth Observation,43934
Japan,Civil,Earth Observation,39769
France,Civil,Earth Science,42792
Russia,Military,Communications,28908
Russia,Military,Communications,32954
Russia,Military,Communications,32955
Russia,Military,Communications,32956
Russia,Military,Communications,35498
Russia,Military,Communications,35500
Russia,Military,Communications,37152
Russia,Military,Communications,37154
Russia,Military,Communications,38733
Russia,Military,Communications,39057
Russia,Military,Communications,39058
Russia,Military,Communications,39059
Russia,Military,Communications,39483
Russia,Military,Communications,39484
Russia,Military,Communications,39485
Russia,Military,Communications,39761
Russia,Military,Communications,39762
Russia,Military,Communications,39763
Russia,Military,Communications,40920
Russia,Military,Communications,40921
Russia,Military,Communications,40922
Russia,Military,Communications,43751
Russia,Military,Communications,43752
Russia,Military,Communications,43753
Monaco,Civil,Technology Development,56212
China,Commercial,Communications,49112
China,Commercial,Communications,49114
ESA,Government,Space Science,26463
Germany,Civil,Technology Development,43186
Germany,Civil,Technology Development,43187
Germany,Civil,Technology Development,43188
Germany,Civil,Technology Development,43189
Mexico,Civil,Technology Development,47701
ESA,Government,Space Science,26410
Germany,Civil,Space Science,46495
ESA,Government,Space Science,26411
Nepal,Civil,Communications,51031
Argentina,Government,Earth Observation,43641
Argentina,Government,Earth Observation,46265
USA,Civil,Earth Observation,56213
Canada,Military,Space Observation,39088
Germany,Military,Earth Observation,29658
Germany,Military,Earth Observation,31797
Germany,Military,Earth Observation,32283
Germany,Military,Earth Observation,32750
Germany,Military,Earth Observation,33244
Germany,Military,Earth Observation,52887
India/France,Government,Earth Observation,39086
Spain,Commercial,Communications,47961
USA,Commercial,Communications,56183
Israel,Civil,Technology Development,51014
Saudi Arabia,Commercial,Technology Development,28369
Saudi Arabia,Commercial,Technology Development,28370
Saudi Arabia,Commercial,Communications,31125
Saudi Arabia,Commercial,Communications,31127
Saudi Arabia,Commercial,Communications,31124
Saudi Arabia,Commercial,Communications,31121
Saudi Arabia,Commercial,Communications,31119
Saudi Arabia,Government,Communications,27607
Saudi Arabia,Government,Earth Observation,28371
Saudi Arabia,Government,Earth Observation,31118
Saudi Arabia,Government,Earth Observation,43831
Saudi Arabia,Government,Earth Observation,43833
USA,Military,Earth Observation,28537
USA,Military,Earth Observation,28541
USA,Military,Earth Observation,31701
USA,Military,Earth Observation,31708
USA,Military,Earth Observation,37386
USA,Military,Earth Observation,37391
USA,Military,Earth Observation,38758
USA,Military,Earth Observation,38773
USA,Military,Earth Observation,40964
USA,Military,Earth Observation,40981
USA,Military,Earth Observation,42058
USA,Military,Earth Observation,42065
USA,Military,Earth Observation,37481
USA,Military,Earth Observation,39120
USA,Military,Earth Observation,41937
USA,Military,Earth Observation,43162
USA,Military,Earth Observation,48618
USA,Military,Earth Observation,53355
USA,Military,Space Observation,37168
India,Government,Earth Observation,41790
Brazil,Government,Earth Observation,22491
Brazil,Government,Earth Observation,25504
Canada,Government,Space Science,27858
China,Government,Earth Observation,49387
USA,Government,Space Science,36395
USA,Military,Communications,28384
USA,Military,Communications,32378
USA,Military,Communications,37377
USA,Military,Communications,38466
USA,Military,Communications,39751
USA,Military,Communications,41724
USA,Military,Communications,42949
Japan,Government,Technology Development,38339
USA,Civil,Earth Observation,43820
Japan,Civil,Technology Development,32791
USA,Military,Earth Observation,43822
ESA,Government,Earth Observation,39634
ESA,Government,Earth Observation,41456
ESA,Government,Earth Observation,40697
ESA,Government,Earth Observation,42063
ESA,Government,Earth Observation,41335
ESA,Government,Earth Observation,43437
ESA,Government,Earth Observation,42969
ESA,Government,Earth Observation,46984
Luxembourg,Commercial,Communications,36516
Luxembourg,Commercial,Communications,42432
Luxembourg,Commercial,Communications,42967
Luxembourg,Commercial ,Communications,43488
Luxembourg,Commercial,Communications,43175
Luxembourg,Commercial,Communications,42709
Luxembourg,Commercial,Communications,49332
Luxembourg,Commercial,Communications,55970
Luxembourg,Commercial,Communications,55971
Luxembourg,Commercial,Communications,37809
Luxembourg,Commercial,Communications,53960
Luxembourg,Commercial,Communications,53961
Luxembourg,Commercial,Communications,52933
Luxembourg,Commercial,Communications,37748
Luxembourg,Commercial,Communications,38087
Luxembourg,Commercial,Communications,38652
Luxembourg,Commercial,Communications,39172
Luxembourg,Commercial,Communications,34941
Luxembourg,Commercial,Communications,39460
Luxembourg,Commercial,Communications,41380
Brazil,Commercial/Military,Communications,42692
China,Civil,Technology Development,43199
USA,Military,Space Science,43860
USA,Government,Technology Development,43850
